Barangay: ABUT, Weeks: 1,1,1,1
Barangay: APALENG, Weeks: 1,1,1,1
Barangay: BACSIL, Weeks: 1,1,1,1
Barangay: BANGBANGOLAN, Weeks: 1,1,1,1
Barangay: BANGCUSAY, Weeks: 1,1,1,1
Barangay: BARANGAY I, Weeks: 1,1,1,1
Barangay: BARANGAY II, Weeks: 1,1,1,1
Barangay: BARANGAY III, Weeks: 1,1,1,1
Barangay: BARANGAY IV, Weeks: 1,1,1,1
Barangay: BARAOAS, Weeks: 1,1,1,1
Barangay: BATO, Weeks: 1,1,1,1
Barangay: BIDAY, Weeks: 1,1,1,1
Barangay: BIRUNGET, Weeks: 1,1,1,1
Barangay: BUNGRO, Weeks: 1,1,1,1
Barangay: CABAROAN, Weeks: 1,1,1,1
Barangay: CABARSICAN, Weeks: 1,1,1,1
Barangay: CADACLAN, Weeks: 1,1,1,1
Barangay: CALABUGAO, Weeks: 1,1,1,1
Barangay: CAMANSI, Weeks: 1,1,1,1
Barangay: CANAOAY, Weeks: 1,1,1,1
Barangay: CARLATAN, Weeks: 1,1,1,1
Barangay: CATBANGEN, Weeks: 1,1,1,1
Barangay: DALLANGAYAN ESTE, Weeks: 1,1,1,1
Barangay: DALLANGAYAN OESTE, Weeks: 1,1,1,1
Barangay: DALUMPINAS ESTE, Weeks: 1,1,1,1
Barangay: DALUMPINAS OESTE, Weeks: 1,1,1,1
Barangay: ILOCANOS NORTE, Weeks: 1,1,1,1
Barangay: ILOCANOS SUR, Weeks: 1,1,1,1
Barangay: LANGCUAS, Weeks: 1,1,1,1
Barangay: LINGSAT, Weeks: 1,1,1,1
Barangay: MADAYEGDEG, Weeks: 1,1,1,1
Barangay: MAMELTAC, Weeks: 1,1,1,1
Barangay: MASICONG, Weeks: 1,1,1,1
Barangay: NAGYUBUYUBAN, Weeks: 1,1,1,1
Barangay: NAMTUTAN, Weeks: 1,1,1,1
Barangay: NARRA ESTE, Weeks: 1,1,1,1
Barangay: NARRA OESTE, Weeks: 1,1,1,1
Barangay: PACPACO, Weeks: 1,1,1,1
Barangay: PAGDALAGAN, Weeks: 1,1,1,1
Barangay: PAGDARAOAN, Weeks: 1,1,1,1
Barangay: PAGUDPUD, Weeks: 1,1,1,1
Barangay: PAO NORTE, Weeks: 1,1,1,1
Barangay: PAO SUR, Weeks: 1,1,1,1
Barangay: PARIAN, Weeks: 1,1,1,1
Barangay: PIAS, Weeks: 1,1,1,1
Barangay: PORO, Weeks: 1,1,1,1
Barangay: PUSPUS, Weeks: 1,1,1,1
Barangay: SACYUD, Weeks: 1,1,1,1
Barangay: SAGAYAD, Weeks: 1,1,1,1
Barangay: SAN AGUSTIN, Weeks: 1,1,1,1
Barangay: SAN FRANCISCO, Weeks: 1,1,1,1
Barangay: SAN VICENTE, Weeks: 1,1,1,1
Barangay: SANTIAGO NORTE, Weeks: 1,1,1,1
Barangay: SANTIAGO SUR, Weeks: 1,1,1,1
Barangay: SAOAY, Weeks: 1,1,1,1
Barangay: SEVILLA, Weeks: 1,1,1,1
Barangay: SIBUAN-OTONG, Weeks: 1,1,1,1
Barangay: TANQUI, Weeks: 1,1,1,1
Barangay: TANQUIGAN, Weeks: 1,1,1,1
Barangay: ABUT, Weeks: 1,1,1,1,1
Barangay: APALENG, Weeks: 1,1,1,1,1
Barangay: BACSIL, Weeks: 1,1,1,1,1
Barangay: BANGBANGOLAN, Weeks: 1,1,1,1,1
Barangay: BANGCUSAY, Weeks: 1,1,1,1,1
Barangay: BARANGAY I, Weeks: 1,1,1,1,1
Barangay: BARANGAY II, Weeks: 1,1,1,1,1
Barangay: BARANGAY III, Weeks: 1,1,1,1,1
Barangay: BARANGAY IV, Weeks: 1,1,1,1,1
Barangay: BARAOAS, Weeks: 1,1,1,1,1
Barangay: BATO, Weeks: 1,1,1,1,1
Barangay: BIDAY, Weeks: 1,1,1,1,1
Barangay: BIRUNGET, Weeks: 1,1,1,1,1
Barangay: BUNGRO, Weeks: 1,1,1,1,1
Barangay: CABAROAN, Weeks: 1,1,1,1,1
Barangay: CABARSICAN, Weeks: 1,1,1,1,1
Barangay: CADACLAN, Weeks: 1,1,1,1,1
Barangay: CALABUGAO, Weeks: 1,1,1,1,1
Barangay: CAMANSI, Weeks: 1,1,1,1,1
Barangay: CANAOAY, Weeks: 1,1,1,1,1
Barangay: CARLATAN, Weeks: 1,1,1,1,1
Barangay: CATBANGEN, Weeks: 1,1,1,1,1
Barangay: DALLANGAYAN ESTE, Weeks: 1,1,1,1,1
Barangay: DALLANGAYAN OESTE, Weeks: 1,1,1,1,1
Barangay: DALUMPINAS ESTE, Weeks: 1,1,1,1,1
Barangay: DALUMPINAS OESTE, Weeks: 1,1,1,1,1
Barangay: ILOCANOS NORTE, Weeks: 1,1,1,1,1
Barangay: ILOCANOS SUR, Weeks: 1,1,1,1,1
Barangay: LANGCUAS, Weeks: 1,1,1,1,1
Barangay: LINGSAT, Weeks: 1,1,1,1,1
Barangay: MADAYEGDEG, Weeks: 1,1,1,1,1
Barangay: MAMELTAC, Weeks: 1,1,1,1,1
Barangay: MASICONG, Weeks: 1,1,1,1,1
Barangay: NAGYUBUYUBAN, Weeks: 1,1,1,1,1
Barangay: NAMTUTAN, Weeks: 1,1,1,1,1
Barangay: NARRA ESTE, Weeks: 1,1,1,1,1
Barangay: NARRA OESTE, Weeks: 1,1,1,1,1
Barangay: PACPACO, Weeks: 1,1,1,1,1
Barangay: PAGDALAGAN, Weeks: 1,1,1,1,1
Barangay: PAGDARAOAN, Weeks: 1,1,1,1,1
Barangay: PAGUDPUD, Weeks: 1,1,1,1,1
Barangay: PAO NORTE, Weeks: 1,1,1,1,1
Barangay: PAO SUR, Weeks: 1,1,1,1,1
Barangay: PARIAN, Weeks: 1,1,1,1,1
Barangay: PIAS, Weeks: 1,1,1,1,1
Barangay: PORO, Weeks: 1,1,1,1,1
Barangay: PUSPUS, Weeks: 1,1,1,1,1
Barangay: SACYUD, Weeks: 1,1,1,1,1
Barangay: SAGAYAD, Weeks: 1,1,1,1,1
Barangay: SAN AGUSTIN, Weeks: 1,1,1,1,1
Barangay: SAN FRANCISCO, Weeks: 1,1,1,1,1
Barangay: SAN VICENTE, Weeks: 1,1,1,1,1
Barangay: SANTIAGO NORTE, Weeks: 1,1,1,1,1
Barangay: SANTIAGO SUR, Weeks: 1,1,1,1,1
Barangay: SAOAY, Weeks: 1,1,1,1,1
Barangay: SEVILLA, Weeks: 1,1,1,1,1
Barangay: SIBUAN-OTONG, Weeks: 1,1,1,1,1
Barangay: TANQUI, Weeks: 1,1,1,1,1
Barangay: TANQUIGAN, Weeks: 1,1,1,1,1
Barangay: ABUT, Weeks: 11,11,11,11,11
Barangay: APALENG, Weeks: 11,11,11,11,11
Barangay: BACSIL, Weeks: 11,11,11,11,11
